title,artist,link
Unknown (Mar 1960),John Gilbert,/record/53492?highlight=*:*
Shimmurmur (2006),James Bellinger,/record/99887?highlight=*:*
Reclining goddesses from the Parthenon (east pediment) (Pre 1830),Westmacott,/record/20631?highlight=*:*
Unknown,Hazel Holmes,/record/53598?highlight=*:*
Unknown,J Brown,/record/53568?highlight=*:*
Reclining Nude (1953),Laura Nye,/record/21118?highlight=*:*
Untitled - Bikes in a Garage (1984),Heidi J P Kosaniuk,/record/99437?highlight=*:*
Untitled (16 Jan 1979),James M. Fraser,/record/21644?highlight=*:*
Untitled (1962),W. Douglas,/record/21765?highlight=*:*
Untitled - Reclining Nude Woman in Pastel (1963),Gordon Bryce,/record/99276?highlight=*:*
"Nylqhare, Whipsnade (31 Aug 1946)",Mabel D. Lawford,/record/50535?highlight=*:*
Modulated Joy #1 (2016),Ed Compson,/record/99267?highlight=*:*
Untitled (1967),Kevin Maguire,/record/22027?highlight=*:*
Rebecca Crompton tray,Rebecca Crompton,/record/102696?highlight=*:*
Plate,Emma Gillies,/record/53675?highlight=*:*
Plate,Emma Gillies,/record/53711?highlight=*:*
Plate,Emma Gillies,/record/53729?highlight=*:*
Untitled (1963),Madelene R Galloway,/record/99822?highlight=*:*
Portrait of a Man,Graeme Murray,/record/21474?highlight=*:*
Vojna Tajna (Unknown),Boris Bućan,/record/22029?highlight=*:*
Fragment of foliated frieze (mediaeval),Unknown,/record/20558?highlight=*:*
Unknown (31 Oct 1962),Norman Macdonald,/record/53596?highlight=*:*
Reclining Female Nude (1969),Gwendoline Rodger,/record/21276?highlight=*:*
Studio Interior (Unknown),Hilary A. Fisher,/record/21663?highlight=*:*
Costume Study (1948),Alexander Cree,/record/50542?highlight=*:*
Goddess Nike unfasterning her sandal (1984),Vincent Butler,/record/20629?highlight=*:*
Graveyard and Church,John Brown,/record/21525?highlight=*:*
Coastal Village with Church,Unknown,/record/22733?highlight=*:*
Standing Male Nude (1939-1940),James H Donaldson,/record/21124?highlight=*:*
Untitled (1966),Carra McNeil,/record/22506?highlight=*:*
Notes for Final Composition (23 Sep 1985),Unknown,/record/53539?highlight=*:*
Untitled (2002),Hannah Mulder,/record/99942?highlight=*:*
Venus Marina,Unknown,/record/20594?highlight=*:*
Untitled (1987),Unknown,/record/21814?highlight=*:*
Unknown (1974),Carolyn Wall,/record/21948?highlight=*:*
Unknown (Circa 1890),Unknown,/record/50461?highlight=*:*
Untitled (2006),Sarah Ryan,/record/99871?highlight=*:*
Unknown,Douglas Gordon,/record/50633?highlight=*:*
Untitled (1982),Unknown,/record/21817?highlight=*:*
Steady Hands (2016),Inês-Hermione Mulford,/record/99236?highlight=*:*
Untitled (1986),Margot Thomson,/record/21590?highlight=*:*
Drawn from Nature (Unknown),Unknown,/record/21847?highlight=*:*
Untitled - Bird Cage (1965-1966),Norman Orr,/record/99407?highlight=*:*
Unknown (1954),John P Busby,/record/50570?highlight=*:*
Landscape (1968),Alison Hutton,/record/21272?highlight=*:*
Reclining Male Nude (1958),David Rifat,/record/20875?highlight=*:*
Espresso Saucer,Emma Gillies,/record/53689?highlight=*:*
Standing Male Nude leaning on a Plinth (1959),George Mackintosh,/record/20885?highlight=*:*
Portrait of a Seated Man,Finlay Purvis,/record/21518?highlight=*:*
Picnic at the New Bridge (1963),Alexander Moffat,/record/22473?highlight=*:*
Unknown (1960),John Gilbert,/record/53490?highlight=*:*
Drawing of a Young Woman (12 Nov 1960),Sheila Percival,/record/20990?highlight=*:*
Unknown,Andrew Parkinson,/record/50410?highlight=*:*
Plate,Emma Gillies,/record/53728?highlight=*:*
Untitled (1962-1963),Irene Thomson,/record/22015?highlight=*:*
Untitled (1962),Leslie Johns,/record/21762?highlight=*:*
Untitled (Unknown),Unknown,/record/21789?highlight=*:*
The Dead Christ (1831),Unknown,/record/20573?highlight=*:*
The Stone of Orkney (2012),Teruo Isomi,/record/21366?highlight=*:*
Efficacious Force (2013),Marissa Stoffer,/record/47443?highlight=*:*
Seated Female Nude,Colin Stewart,/record/21425?highlight=*:*
Untitled (1963),Irene Thomson,/record/22016?highlight=*:*
Three Views of a Seated Female Nude (1959),William Mackay,/record/21163?highlight=*:*
Portrait of a Man with a Book,Irene G. Thomson,/record/22655?highlight=*:*
Portrait of a Woman with Red Hair (1963),Roger Cameron,/record/21320?highlight=*:*
Portrait of a Woman (1952),Martin G C McKeown,/record/21415?highlight=*:*
Untitled (1962),Paresh C. Chakraborty,/record/112306?highlight=*:*
Untitled (1946),Vivian Chapman,/record/21734?highlight=*:*
Untitled (2006),Aimee Laporte,/record/99880?highlight=*:*
Untitled,John Kieran,/record/112499?highlight=*:*
Peacocks at Beveridge Park (20 Apr 1984),Unknown,/record/21631?highlight=*:*
Autumnal Image,John Johnstone,/record/22632?highlight=*:*
Abstracted Guitar Player (1960),Denness Morton,/record/21082?highlight=*:*
Miner and Dog (Unknown),Sir Sidney Nolan,/record/21679?highlight=*:*
Still Life with Guitar (1962),John Picking,/record/22702?highlight=*:*
Two Standing Nudes in a Landscape (1951),James P W Syme,/record/20835?highlight=*:*
Untitled (2002),Sarah Jamieson,/record/99946?highlight=*:*
Embroidered panel,Winsome Douglass,/record/113833?highlight=*:*
Old Waverley Hotel (1990),Kirsty E. Raitt,/record/22587?highlight=*:*
Unknown (1964),Helen Cargill,/record/50500?highlight=*:*
Unknown,Unknown,/record/50430?highlight=*:*
Don Quixote (Unknown),Unknown,/record/21682?highlight=*:*
Standing Female Nude (1949),Zygmunt Bukowski,/record/22638?highlight=*:*
Standing Female Nude (1959),R G Browne,/record/20953?highlight=*:*
Portrait of a Man (1964),Kirkland Main,/record/102658?highlight=*:*
Interior Scene of a Bar (1950),Alastair Flattely,/record/21373?highlight=*:*
Drawing of a Man in a Suit (head and shoulders only) (1959),Albert Robson,/record/20784?highlight=*:*
Portrait of a Man in Profile (1951),Helmut F G Petzsch,/record/21392?highlight=*:*
The Potato-Sorters (1947),Allan W. Robson,/record/21742?highlight=*:*
Seated Female Nude (1959),George H McIntosh,/record/21063?highlight=*:*
Portrait of a Woman (1958),Dorothy Durward,/record/21141?highlight=*:*
Putti with Candelabra (left group),Unknown,/record/20539?highlight=*:*
Chair seat (1700?-1850?),Unknown,/record/100007?highlight=*:*
Untitled (1947),Maria Garbolewska,/record/21769?highlight=*:*
Emerging (1987),Paul Furneaux,/record/111441?highlight=*:*
Five Views of a Seated Woman (1956),Jacqueline A N Stieger,/record/20820?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,/record/20703?highlight=*:*
Untitled (1965),Frances Sander,/record/99527?highlight=*:*
Unknown (1952),Rosemary Bagshaw,/record/53516?highlight=*:*
Seated Goddesses from the Parthenon (east pediment) (Pre 1830),Westmacott,/record/20630?highlight=*:*
East Frieze of the Parthenon Frieze (1836-1837),NA,/record/20687?highlight=*:*
Untitled (1962),Chris Holmes,/record/21770?highlight=*:*
Teacup,Emma Gillies,/record/53645?highlight=*:*
Unknown (1946),Alan Lefley,/record/50484?highlight=*:*
Standing Nude in Bathroom (1953),Ian West,/record/20989?highlight=*:*
Herrings,Unknown,/record/22670?highlight=*:*
Printmaking and Print Collecting 1500-1700,Unknown,/record/21776?highlight=*:*
Untitled (1981),Colin A. Lawson,/record/99530?highlight=*:*
Italian Cityscape (1953-1954),Trevor Stubley,/record/20798?highlight=*:*
Unknown (1974),Ian Robertson,/record/50390?highlight=*:*
Small Anatomical figure (male),NA,/record/20598?highlight=*:*
Untitled (1996),Jennifer C. Lindsay,/record/21930?highlight=*:*
The World from Space (1998),John Brown,/record/21864?highlight=*:*
Kathleen B Russell (1960),Kathleen Russell,/record/99522?highlight=*:*
"Painting, Sculpture and Tapestry exhibition poster (1989)",Unknown,/record/21848?highlight=*:*
Unknown (Unknown),Unknown,/record/21546?highlight=*:*
Untitled (1968),Michael Jannarelli,/record/22498?highlight=*:*
Untitled (1966),Forde,/record/22476?highlight=*:*
Unknown (1987),Donald Clark,/record/53603?highlight=*:*
Brass moths and bees (2018),Jessica Gasson,/record/102752?highlight=*:*
Portrait of a Woman (1966),Isobel T Johnstone,/record/21404?highlight=*:*
Female Nude Adjusting Shoe (1948),John Thompson,/record/20843?highlight=*:*
Unknown (1952),George Roderick Carmichael,/record/50568?highlight=*:*
Seated Man in Period Costume (1967),Wilson,/record/21267?highlight=*:*
Unknown (1981),Hazel McGlashan,/record/50416?highlight=*:*
Portrait of a Seated Woman (1960s),Sandra Miller,/record/21278?highlight=*:*
Untitled - Front of boat (1969),John H McKerrell,/record/99356?highlight=*:*
Untitled (Purple) (2015),Phoebe Mitchell,/record/53778?highlight=*:*
Standing Male Nude (1952),Unknown,/record/21216?highlight=*:*
Abstract,C Pulsford,/record/21084?highlight=*:*
Georgian waistcoat (1700-1799),Unknown,/record/102662?highlight=*:*
Untitled (1966),Helen G. S Forde,/record/99816?highlight=*:*
Untitled - Abstract Portrait of King (1961),John Mitchell,/record/99366?highlight=*:*
Standing Male Nude (1958),Richard McNeill,/record/20892?highlight=*:*
Untitled - Figured Drawing of Woman in Early Ninteenth Century Costume (1964-1965),Gordon Bryce,/record/99328?highlight=*:*
Grumpy Hansel (1:2) (Unknown),Unknown,/record/21823?highlight=*:*
Untitled (1987),Marissa Grassie,/record/21941?highlight=*:*
"Street scene from the window, Florence, 1947 (1947)",Marjorie Wallace,/record/50447?highlight=*:*
Espresso Cup,Emma Gillies,/record/53694?highlight=*:*
Untitled (1983),Robert Rivers,/record/99808?highlight=*:*
Untitled (Unknown),Unknown,/record/21655?highlight=*:*
Portrait of Woman Seated (1958),Alan Alexander,/record/21166?highlight=*:*
Opuntia Alburdina (America) (1993-1994),Jane Watt,/record/99460?highlight=*:*
Teacup,Emma Gillies,/record/53651?highlight=*:*
Anatomy Test Jeckon H,Maureen Dawson,/record/112351?highlight=*:*
Figure with Hanging Clothes (1971),Dorothy W. Baillie,/record/22553?highlight=*:*
Angel with hand raised in blessing,Unknown,/record/20545?highlight=*:*
Figures in an Interior,H Rogers,/record/21491?highlight=*:*
West Frieze of the Parthenon (1836-1837),NA,/record/20665?highlight=*:*
Untitled - Abstracted Shapes in Greys and Greens (1963),Gordon Bryce,/record/99277?highlight=*:*
Summer 1954 (1954),Peter McGinn,/record/22581?highlight=*:*
Portrait of a Man (1957),Rupert F C Cracknell,/record/21362?highlight=*:*
Unknown (1960),Lys Hansen,/record/53560?highlight=*:*
Unknown (1950),Alastair Flattely,/record/50585?highlight=*:*
Teacup,Emma Gillies,/record/53634?highlight=*:*
Composition with Red Sprouting Beans (Circa 1975),Andrew J. Neil,/record/22643?highlight=*:*
Reclining Female Nude (1957),Duncan Thompson,/record/21104?highlight=*:*
Unknown (1950),John W. Corner,/record/50517?highlight=*:*
Seated Male Nude (1954),Elizabeth Blackadder,/record/21410?highlight=*:*
Untitled (1948),Allan W. Robson,/record/21744?highlight=*:*
Unknown (1949),Alison E. H. Stuart,/record/50482?highlight=*:*
Untitled - Still Life of Kitchen Table in Red (1963),William O. Little,/record/99270?highlight=*:*
Standing Male Nude (1958),David Rifat,/record/20874?highlight=*:*
Reclining Male Nude (1952),John Houston,/record/21353?highlight=*:*
Roko I Cicibela (1983),Boris Bućan,/record/22042?highlight=*:*
Portrait of a Seated Figure (1958),Alan Alexander,/record/21164?highlight=*:*
Shouting Boys,Karol Prentice,/record/22573?highlight=*:*
Landscape with Bridge and Loch (Circa 1987),Renny J. Tait,/record/22519?highlight=*:*
Untitled (1966),Molly Harris,/record/99835?highlight=*:*
Unknown (Unknown),Unknown,/record/21859?highlight=*:*
Figure of Dionysos from the Parthenon (east pediment) (1837),Westmacott,/record/20632?highlight=*:*
The Sun Dissolves while Man Looks Away from the Unborn Child Mesmerized by the New Technologies,"Eduardo Luigi Paolozzi KBE, RA",/record/21703?highlight=*:*
Untitled (2007),Gordon Brennan,/record/99976?highlight=*:*
Untitled (Unknown),Matt Gamber,/record/99913?highlight=*:*
Society Reproduces Doubt (2020),Molly Kent,/record/113747?highlight=*:*
Young Boy (1963),Roger Cameron,/record/21265?highlight=*:*
Landscape with Rocks and Trees (1953-1954),Trevor Stubley,/record/20797?highlight=*:*
Portrait Bust (Antique),Unknown,/record/20562?highlight=*:*
Untitled (1946),Eileen Bennett,/record/21732?highlight=*:*
Untitled (Unknown),Alice Crombie,/record/21712?highlight=*:*
"Lloret de Mar, Costa Brava (1958)",Joan F. Biggins,/record/50613?highlight=*:*
Unknown (1960),Hugh Deans,/record/53531?highlight=*:*
"Metope 12, south entablature, Parthenon (1837)",NA,/record/20646?highlight=*:*
Portrait of a Man (Circa 1951),Helmut F G Petzsch,/record/21391?highlight=*:*
Unknown,Colin Brown,/record/53565?highlight=*:*
Abstract Pale Landscape,Laura Drever,/record/22594?highlight=*:*
Peacock (1960s),Carol Handyside,/record/21288?highlight=*:*
Plate,Emma Gillies,/record/53716?highlight=*:*
Portrait of a Man (1956),Unknown,/record/21258?highlight=*:*
Portrait of a Woman (27 Jan 1954),John P Busby,/record/21381?highlight=*:*
Architectural Frieze with Lion's Head,Unknown,/record/20535?highlight=*:*
Portrait of an Elderly Man (1953),Ian Short,/record/21204?highlight=*:*
Untitled (1968),Gerard McGeary,/record/22006?highlight=*:*
The Deposition (Circa 1966),Roy M. W. Cameron,/record/22605?highlight=*:*
Unknown (1963),Janette Brown,/record/50396?highlight=*:*
Untitled,Jock Nicol,/record/111035?highlight=*:*
Landscape (1957),Sheena McEwan,/record/21010?highlight=*:*
Ship in Dry Dock,Graham High,/record/22532?highlight=*:*
Untitled (2007),Kerri Stean,/record/99978?highlight=*:*
Portrait of a Woman's Head (1957),Erica M Thomas,/record/20841?highlight=*:*
Viennese embroidery in frame (1936),Unknown,/record/100010?highlight=*:*
Needlebook,Winsome Douglass,/record/113830?highlight=*:*
Orange and Lemon Playing Games I (1999),CBE HRSA HRSW Wilhelmina Barns-Graham,/record/54751?highlight=*:*
Wall hanging,Winsome Douglass,/record/113837?highlight=*:*
On Beinn na Lice (Unknown),Hazel Holmes,/record/21943?highlight=*:*
Untitled,Ruth Stiven,/record/99494?highlight=*:*
Abstract with Blue Stripes (quadriptych) (1969),Ian G. Robertson,/record/22571?highlight=*:*
Black Sitka (1961),William Johnstone,/record/499?highlight=*:*
Untitled (Unknown),Glen M. K. Onwin,/record/21822?highlight=*:*
Untitled (1988),Jodie Pear,/record/21552?highlight=*:*
Untitled (2003),Carolyn Muskat,/record/99955?highlight=*:*
Unknown (1947-1948),Marjorie Wallace,/record/50445?highlight=*:*
Untitled (1962),John Fraser,/record/99818?highlight=*:*
Sugar Bowl,Emma Gillies,/record/53724?highlight=*:*
Untitled (Unknown),Joanna [Coffin?],/record/21940?highlight=*:*
Tantallon,Gwyneth M. Leech,/record/21802?highlight=*:*
Untitled (Unknown),R. Sander,/record/21607?highlight=*:*
Standing Male Nude (1958),Lesley Crawford,/record/21109?highlight=*:*
In Edinburgh Carnival '65 (1965),Kenneth R Duffy,/record/99493?highlight=*:*
Unknown (1958),Andrew P. W. Conkie,/record/50527?highlight=*:*
Portrait of a Boy (1955),Peter McGinn,/record/21219?highlight=*:*
Portrait of a Man,Robin E. Bownass,/record/22669?highlight=*:*
Portrait of a Man (1951),Pauline Ken,/record/21238?highlight=*:*
Espresso Saucer,Emma Gillies,/record/53687?highlight=*:*
Espresso Cup,Emma Gillies,/record/53698?highlight=*:*
Legless Graham (Unknown),Jennifer Blake,/record/21996?highlight=*:*
Abstract,James T Carlyle,/record/21004?highlight=*:*
Unknown (1948),Marjorie Wallace,/record/50442?highlight=*:*
Portrait of a Woman (1958),Irene M. Fotheringham,/record/22688?highlight=*:*
Jug,Emma Gillies,/record/53623?highlight=*:*
The King and I (2017),Daniel Cook,/record/100021?highlight=*:*
Drawing of a Seated Woman (1960),William Smith,/record/20987?highlight=*:*
Unititled,Ian Johnstone,/record/112498?highlight=*:*
Unknown (1955),Rosemary Gray,/record/53483?highlight=*:*
Unknown (1950),Muriel Davidson,/record/53476?highlight=*:*
Kathlee Russell,Kathleen Russell,/record/99524?highlight=*:*
Leprosy Capital,Paul J Donaldson,/record/21444?highlight=*:*
Autaina/Aartaina (1993),Tulf Guanay,/record/21959?highlight=*:*
Unknown (1957),Rupert F C Cracknell,/record/50539?highlight=*:*
Untitled (1966),Maureen Dawson,/record/99844?highlight=*:*
Portrait of Molly Langlands (1952),Alistair Fairweather,/record/22668?highlight=*:*
Unknown (1950),James T. Ferguson,/record/53496?highlight=*:*
Portrait of a Woman (1958),Andrew Smith,/record/21148?highlight=*:*
Thanks for Help and Support (Jun 2002),Unknown,/record/21878?highlight=*:*
Whelks (1951),Harold Horsburgh,/record/22591?highlight=*:*
Unknown (1960),Hugh Deans,/record/53530?highlight=*:*
Untitled - Nude Male (1968-1969),Charles Ian Patterson,/record/99409?highlight=*:*
Unknown (1950),Edward A. Gage,/record/50631?highlight=*:*
Two Farmers in the Field (1951),James P W Syme,/record/21262?highlight=*:*
Untitled (Unknown),Anna Bjorkman,/record/99963?highlight=*:*
Portrait of a Man (1950),Katherine B K Burns,/record/21390?highlight=*:*
Standing Female Nude with a Stool (1959),B Clapperton,/record/20912?highlight=*:*
Black and White Abstract (1956),Eric Ritchie,/record/20802?highlight=*:*
Untitled (Unknown),George Glen,/record/21726?highlight=*:*
Aurora (2013),Marissa Stoffer,/record/47442?highlight=*:*
Untitled - Portrait of a Woman and Child (Feb 1962),William Gillon,/record/99481?highlight=*:*
Portrait of a Woman (1953),Peter Brady,/record/21203?highlight=*:*
Landscape Drawing ('CalMohr') (1963),John Bellany,/record/20764?highlight=*:*
Espresso Cup,Emma Gillies,/record/53702?highlight=*:*
Untitled (1965),E Wright,/record/22496?highlight=*:*
Mexican needleweaving.birds and geometric pattern (1951),Unknown,/record/102692?highlight=*:*
Putti with Candelabrum (right group),Unknown,/record/20538?highlight=*:*
Woman in Pink Cardigan (1983-1988),Renny Tait,/record/21503?highlight=*:*
Seated Female Nude (1956),J Salter,/record/21183?highlight=*:*
Espresso Cup,Emma Gillies,/record/53696?highlight=*:*
Tijardovié (1983),Boris Bućan,/record/22039?highlight=*:*
Unknown (1957),Morag Cuthbertson,/record/50507?highlight=*:*
Untitled (Unknown),Unknown,/record/99957?highlight=*:*
Multiple Portraits of a Woman (Circa 1964),John Bellany,/record/20780?highlight=*:*
